loan_id,customer_id,loan_amount,interest_rate,term_months,start_date,status
568,2903,87120000,5.56,60,2024-01-30,정상
569,3406,730000,5.82,12,2023-09-17,연체
570,7648,2050000,5.24,6,2023-01-20,정상
571,6479,730000,5.58,12,2023-02-06,연체
572,3804,2910000,5.26,12,2024-01-18,완료
573,1111,61400000,4.98,60,2023-03-09,완료
574,537,1660000,4.51,12,2024-10-19,정상
575,213,8860000,5.14,24,2023-09-05,정상
576,8933,730000,5.08,24,2023-04-06,연체
577,7062,1050000,5.1,6,2024-11-28,완료
578,6620,18900000,4.95,24,2023-05-18,완료
579,993,3160000,5.38,36,2023-08-11,완료
580,4315,32490000,4.39,60,2023-09-01,정상
581,5145,1200000,5.88,6,2023-12-25,완료
582,907,22530000,5.19,60,2023-02-22,정상
583,1115,2030000,5.73,12,2024-08-23,완료
584,9678,730000,6.04,6,2023-09-08,연체
585,5358,1160000,5.54,12,2024-03-19,정상
586,4240,11190000,5.44,12,2024-07-24,정상
587,166,730000,5.46,12,2023-08-14,정상
588,2401,4050000,4.35,36,2023-10-08,정상
589,3537,780000,6.06,6,2023-04-25,정상
590,4354,870000,5.31,6,2024-03-21,정상
591,5630,33170000,4.91,36,2023-05-18,완료
592,5140,730000,6.0,24,2023-10-12,연체
593,5378,1380000,4.89,12,2024-04-28,정상
594,697,3550000,5.28,24,2024-06-23,정상
595,4571,22600000,4.48,36,2024-09-09,정상
596,2047,1010000,4.89,12,2023-12-04,연체
597,9146,6330000,5.01,12,2024-08-17,완료
598,4146,13570000,5.4,24,2024-12-08,정상
599,7966,2040000,4.59,6,2023-07-20,정상
600,521,10810000,5.26,12,2023-09-17,정상
601,2335,1810000,6.0,6,2024-06-17,정상
602,1021,17310000,4.41,12,2023-08-23,정상
603,3953,17240000,4.88,24,2023-05-28,정상
604,9388,1230000,5.05,24,2023-01-20,정상
605,3759,730000,6.43,12,2023-10-11,연체
606,725,69500000,5.6,36,2023-02-11,정상
607,603,1710000,5.12,24,2024-06-30,정상
608,3869,7300000,4.51,12,2024-11-22,정상
609,6783,2420000,5.06,12,2024-05-09,정상
610,5932,3220000,4.73,12,2024-01-29,정상
611,4665,2780000,5.19,24,2023-03-14,정상
612,8106,1440000,4.69,12,2024-01-12,완료
613,7562,4560000,5.19,24,2023-12-09,정상
614,4178,730000,5.74,24,2023-12-26,연체
615,1838,1290000,5.81,6,2023-04-13,정상
616,7835,35580000,4.96,60,2023-05-07,정상
617,5572,5330000,5.43,12,2024-10-09,정상
618,6660,5780000,4.81,24,2024-01-26,완료
619,4626,37820000,4.95,24,2023-09-01,정상
620,8699,59800000,5.25,24,2023-03-17,정상
621,4642,730000,5.99,24,2024-06-27,완료
622,6715,730000,4.78,6,2023-04-24,정상
623,4464,2210000,5.32,24,2024-09-30,정상
624,586,3210000,5.9,12,2024-09-14,완료
625,3376,108250000,5.56,36,2024-11-04,정상
626,4291,3730000,4.67,12,2023-07-24,정상
627,9381,6620000,5.39,36,2024-07-17,정상
628,5768,1030000,5.69,12,2024-07-21,연체
629,65,38620000,5.18,60,2023-04-10,정상
630,9467,820000,4.94,6,2024-12-17,정상
631,539,8180000,5.44,24,2023-04-16,정상
632,9532,730000,5.09,12,2023-01-16,정상
633,4018,1160000,4.47,12,2023-06-24,정상
634,3318,3660000,5.22,12,2024-04-10,연체
635,5627,2160000,5.49,24,2023-09-08,완료
636,4447,54740000,4.83,24,2024-03-09,정상
637,7775,3950000,5.38,36,2024-02-28,정상
638,4830,59180000,5.59,24,2024-11-25,정상
639,2505,7800000,5.11,24,2024-09-19,정상
640,5602,13530000,4.86,24,2023-11-02,정상
641,1414,12020000,4.41,12,2023-03-05,정상
642,3759,730000,5.4,24,2024-06-09,연체
643,8635,730000,5.75,6,2023-09-11,연체
644,890,1340000,5.15,24,2023-04-06,연체
645,6943,730000,5.72,6,2024-10-28,연체
646,4485,1360000,5.29,24,2024-07-20,정상
647,8491,108250000,4.57,36,2024-03-03,완료
648,5531,3720000,4.98,36,2023-10-25,정상
649,1710,730000,5.55,6,2023-12-06,정상
650,3056,790000,4.67,12,2023-02-14,연체
651,9738,29620000,5.12,36,2023-11-06,정상
652,3849,2970000,4.9,12,2023-11-25,정상
653,9190,9490000,5.08,12,2024-11-26,정상
654,8642,730000,5.89,24,2023-11-19,연체
655,1461,3080000,4.94,24,2023-04-01,정상
656,777,1210000,5.68,6,2024-01-15,완료
657,32,8060000,5.5,12,2023-12-24,정상
658,9525,2810000,4.72,6,2024-07-22,정상
659,565,1160000,5.36,12,2024-06-18,정상
660,7005,780000,5.14,12,2023-08-03,정상
661,9094,1940000,5.35,24,2024-10-03,정상
662,1004,2110000,4.97,12,2023-08-27,정상
663,3990,5000000,4.86,24,2024-09-11,정상
664,9900,3250000,5.18,24,2024-08-19,정상
665,7801,1120000,5.88,12,2024-11-06,정상
666,939,40650000,4.85,60,2024-03-30,정상
667,6445,1190000,5.35,12,2023-10-10,정상
668,7495,5880000,5.54,36,2024-03-21,정상
669,7462,1130000,5.06,6,2023-03-05,완료
670,4555,730000,6.68,24,2024-07-13,연체
671,5572,4410000,5.31,36,2023-11-05,완료
672,7332,730000,5.7,6,2024-05-20,정상
673,1707,730000,5.42,12,2024-09-20,연체
674,9582,4670000,5.08,36,2023-06-29,정상
675,4629,2670000,4.78,12,2023-09-22,정상
676,5279,7480000,4.77,36,2023-07-02,정상
677,937,14520000,5.04,24,2023-11-29,정상
678,2006,64610000,5.8,24,2024-10-15,정상
679,7271,6970000,4.55,24,2023-06-24,정상
680,2269,850000,5.04,6,2024-08-02,정상
681,977,830000,5.3,24,2023-01-17,연체
682,7504,1350000,5.29,6,2023-12-20,완료
683,9652,3410000,5.06,36,2024-11-17,정상
684,4048,3570000,4.97,24,2023-02-15,정상
685,2634,2260000,5.21,12,2024-11-21,정상
686,4877,1060000,4.59,24,2023-09-14,정상
687,2002,730000,5.89,12,2023-11-10,정상
688,7356,108250000,5.46,60,2023-02-12,정상
689,4723,57050000,5.43,24,2023-06-25,정상
690,873,2780000,5.05,12,2023-04-21,정상
691,86,810000,4.64,6,2024-12-23,정상
692,9003,36620000,4.89,24,2023-10-04,정상
693,4346,1020000,5.99,12,2023-04-10,정상
694,9084,7430000,4.13,24,2024-12-02,정상
695,3570,44310000,4.99,60,2024-01-30,정상
696,6279,108250000,5.82,36,2024-08-29,정상
697,18,2340000,5.34,12,2023-01-06,정상
698,3373,730000,5.4,12,2023-05-29,연체
699,6052,730000,5.9,24,2024-05-31,정상
700,429,2610000,5.65,12,2024-02-28,정상
701,1334,2100000,5.6,24,2024-11-28,연체
702,3197,1050000,5.59,24,2024-04-22,연체
703,1897,730000,6.15,12,2023-03-15,정상
704,3658,5420000,4.17,36,2024-09-20,연체
705,3104,13350000,4.58,36,2023-01-13,정상
706,9635,750000,5.98,6,2024-11-03,정상
707,2017,730000,5.36,24,2023-07-20,정상
708,8586,3590000,4.76,36,2023-12-01,완료
709,6724,3300000,5.35,36,2023-03-24,정상
710,6950,3940000,5.58,24,2024-05-28,연체
711,8168,1570000,5.35,6,2023-08-22,정상
712,7833,108250000,5.3,24,2024-06-09,정상
713,6223,4360000,4.93,36,2023-08-26,정상
714,789,5070000,4.9,24,2023-04-20,정상
715,7711,3070000,5.66,36,2024-08-25,정상
716,4591,730000,6.54,12,2023-07-21,완료
717,5660,17400000,5.71,24,2023-12-30,연체
718,2863,730000,6.2,12,2024-04-13,연체
719,8841,730000,6.23,6,2024-07-05,연체
720,8126,1000000,5.13,12,2023-11-01,정상
721,2584,3340000,4.27,12,2023-10-17,연체
722,4989,22230000,4.94,36,2024-06-28,정상
723,5977,730000,6.42,24,2023-09-15,정상
724,9140,1360000,5.05,6,2024-05-27,연체
725,1885,730000,5.94,6,2024-03-18,정상
726,5653,1900000,5.56,24,2023-03-14,완료
727,3459,760000,5.13,12,2024-03-08,완료
728,8493,5970000,5.39,24,2023-12-16,정상
729,4918,4230000,5.66,12,2024-01-26,정상
730,8830,20760000,5.06,24,2024-12-18,완료
731,2303,4080000,5.2,36,2023-05-30,정상
732,473,1140000,5.28,24,2023-07-15,완료
733,9092,730000,5.49,24,2024-01-20,연체
734,2148,3500000,5.56,12,2024-05-13,정상
735,226,1570000,4.83,6,2023-10-09,연체
736,7036,5020000,4.58,24,2024-12-01,연체
737,6879,1280000,5.87,12,2024-08-15,연체
738,1016,1840000,4.91,24,2023-04-16,정상
739,8013,840000,6.67,6,2023-03-23,연체
740,9962,2490000,4.87,12,2024-09-25,완료
741,8740,730000,6.08,24,2024-04-10,연체
742,631,3300000,5.44,36,2023-05-08,정상
743,9947,730000,6.03,24,2023-07-14,정상
744,3630,5220000,5.01,12,2024-02-07,완료
745,9592,1580000,5.51,6,2023-11-24,정상
746,5175,1650000,5.07,12,2024-07-27,정상
747,9331,38510000,5.35,24,2023-12-20,정상
748,6309,730000,5.37,24,2023-11-08,정상
749,5554,3890000,4.86,24,2023-09-04,연체
750,97,730000,5.8,6,2023-01-27,완료
751,1927,870000,5.27,12,2023-10-16,정상
752,5532,730000,5.86,12,2023-06-05,연체
753,23,4310000,4.99,36,2024-03-22,정상
754,2965,29380000,4.82,60,2024-10-26,정상
755,3802,80210000,5.59,60,2023-12-15,정상
756,4209,4170000,5.15,24,2023-12-30,정상
757,3041,730000,6.9,12,2023-12-30,연체
758,7239,12770000,5.18,12,2024-07-03,정상
759,5640,1280000,5.19,24,2024-10-14,정상
760,3184,1840000,5.43,12,2023-01-14,정상
761,2323,730000,5.81,6,2024-07-09,연체
762,4952,1090000,4.95,12,2024-09-03,정상
763,4976,41460000,4.78,36,2023-11-24,정상
764,7533,3730000,4.87,12,2023-11-01,정상
765,199,730000,5.65,6,2023-06-03,정상
766,1063,750000,5.62,12,2024-07-28,정상
767,3961,730000,4.66,6,2024-03-05,정상
768,482,730000,6.48,24,2024-12-07,연체
769,7911,730000,6.75,24,2024-01-16,정상
770,8917,2620000,5.93,24,2024-01-03,정상
771,1055,12830000,4.9,12,2024-10-30,정상
772,2561,16150000,4.31,12,2023-01-18,완료
773,9942,730000,5.61,24,2023-11-24,연체
774,2437,730000,6.34,6,2024-02-21,정상
775,8325,10710000,4.41,24,2024-05-13,정상
776,774,3440000,4.7,36,2023-10-18,정상
777,3057,6070000,5.14,24,2024-02-24,정상
778,1159,5950000,4.85,24,2023-08-17,정상
779,8422,1070000,6.04,12,2024-06-26,정상
780,7985,800000,4.9,12,2024-09-12,연체
781,465,1010000,5.48,24,2024-06-24,연체
782,8995,26810000,4.35,36,2024-11-27,정상
783,2323,730000,6.15,24,2024-02-27,연체
784,6612,730000,5.12,12,2024-09-19,정상
785,2291,730000,6.42,24,2023-02-08,정상
786,4133,4890000,4.71,36,2023-10-31,정상
787,6169,730000,5.29,12,2023-04-09,연체
788,1262,86570000,5.83,36,2024-02-09,완료
789,8810,730000,5.42,24,2023-02-16,연체
790,1898,16840000,4.85,12,2023-01-24,정상
791,3204,1600000,5.18,24,2023-12-24,정상
792,7333,51090000,4.34,24,2024-07-16,정상
793,8510,1260000,5.25,24,2023-12-25,정상
794,4905,730000,5.81,12,2023-04-07,정상
795,3790,9440000,5.0,24,2023-08-26,정상
796,8007,51690000,4.84,24,2024-12-18,정상
797,4722,23270000,4.69,60,2024-12-13,정상
798,2751,1330000,5.73,12,2024-02-29,연체
799,9943,730000,5.56,12,2024-12-26,정상
800,4995,5540000,4.7,36,2023-10-23,정상
801,1834,4250000,4.67,12,2024-01-11,정상
802,3876,2210000,5.27,12,2023-12-07,정상
803,7143,730000,5.49,12,2024-09-30,완료
804,268,14830000,5.51,36,2024-06-18,정상
805,469,1320000,5.4,6,2024-10-28,정상
806,8591,1450000,5.24,12,2024-06-08,완료
807,5171,6520000,5.17,36,2024-09-05,정상
808,2231,2440000,4.86,24,2024-12-08,완료
809,1002,1350000,5.27,24,2023-06-21,연체
810,3702,870000,6.21,24,2024-05-01,연체
811,3434,730000,5.3,6,2024-02-06,완료
812,6380,730000,5.33,12,2023-09-11,완료
813,3841,3000000,5.59,12,2023-10-29,정상
814,4260,1400000,4.7,24,2024-06-04,완료
815,3844,75640000,5.32,60,2023-07-12,정상
816,305,730000,5.71,24,2024-03-18,정상
817,4010,730000,5.35,12,2024-11-09,연체
818,7960,730000,5.73,24,2024-02-03,연체
819,5941,1390000,6.15,12,2023-06-20,정상
820,9310,730000,5.43,12,2023-03-12,정상
821,9231,87810000,6.03,24,2023-12-28,완료
822,6312,10540000,4.96,24,2023-01-06,정상
823,60,101560000,5.98,36,2023-02-22,완료
824,1304,22030000,4.68,36,2024-02-16,정상
825,3919,3320000,5.23,12,2023-02-20,정상
826,3267,1380000,4.88,24,2024-02-14,정상
827,5324,2250000,5.37,12,2024-11-23,정상
828,5859,67910000,5.03,24,2024-07-24,정상
829,6456,730000,5.91,6,2023-04-12,정상
830,5025,15770000,4.95,12,2024-04-21,정상
831,2218,1000000,5.31,24,2023-06-07,정상
832,7188,15060000,4.36,36,2023-05-29,정상
833,152,730000,6.34,6,2023-08-12,연체
834,9086,730000,6.1,12,2023-05-13,완료
835,6266,3750000,5.81,12,2023-12-22,정상
836,5747,4910000,4.8,12,2024-12-30,정상
837,5526,9930000,4.67,12,2024-11-13,완료
838,2055,104650000,5.58,36,2024-11-02,정상
839,9449,2300000,5.51,24,2023-03-09,정상
840,7541,2600000,4.91,12,2023-06-14,정상
841,9207,13730000,4.83,36,2024-07-26,정상
842,4060,1900000,4.64,12,2023-10-24,완료
843,2487,1660000,5.51,24,2024-03-13,정상
844,488,730000,6.33,24,2023-03-06,연체
845,3823,900000,5.32,24,2024-06-08,정상
846,6025,4320000,5.28,12,2024-03-01,정상
847,7850,3780000,5.0,12,2024-08-26,정상
848,9286,2450000,4.68,12,2024-08-12,정상
849,7245,730000,5.87,6,2023-04-12,정상
850,4951,23450000,4.99,60,2023-03-28,완료
851,5821,730000,5.7,12,2024-07-19,정상
852,7206,730000,5.79,6,2024-12-28,연체
853,4335,3100000,5.08,24,2023-10-16,완료
854,3394,15930000,4.69,24,2024-01-25,정상
855,4402,730000,5.88,24,2023-07-13,연체
856,8082,2100000,5.81,6,2024-04-17,연체
857,7360,8980000,4.64,12,2023-08-31,정상
858,2716,730000,5.32,12,2023-03-16,정상
859,5924,3380000,5.26,36,2023-01-04,완료
860,4033,8290000,4.56,24,2023-03-04,정상
861,8732,1200000,5.23,12,2024-04-26,정상
862,59,760000,5.34,24,2024-11-27,연체
863,1849,15530000,5.36,24,2023-03-01,완료
864,3301,2060000,5.05,24,2023-05-15,정상
865,7491,105130000,6.3,36,2024-12-05,완료
866,6985,29310000,5.21,24,2023-03-18,정상
867,5288,730000,5.38,12,2023-10-22,완료
868,9415,1110000,4.58,6,2024-07-11,연체
869,8239,1050000,5.38,24,2023-01-11,정상
870,6490,1720000,5.25,24,2024-02-04,정상
871,6578,6770000,5.51,12,2023-06-03,정상
872,165,730000,6.31,6,2023-05-23,정상
873,4094,4620000,5.17,36,2023-05-01,정상
874,6815,10580000,4.98,24,2024-07-13,정상
875,2159,730000,5.78,12,2023-12-08,정상
876,7454,7650000,4.7,24,2023-11-17,정상
877,5049,1770000,5.26,24,2024-03-06,정상
878,8818,730000,5.25,6,2024-04-23,연체
879,1669,1680000,5.54,12,2024-05-28,정상
880,8383,21880000,4.88,60,2024-06-26,정상
881,5763,6100000,4.86,24,2024-01-05,정상
882,5417,7090000,5.47,24,2024-10-30,정상
883,8507,28410000,4.37,24,2024-06-26,정상
884,1254,4720000,5.35,24,2024-01-14,완료
885,5949,730000,5.02,12,2024-05-29,정상
886,2741,730000,5.39,6,2024-05-15,연체
887,3825,5290000,5.47,36,2024-07-02,연체
888,9841,4660000,4.93,24,2023-06-14,완료
889,5614,730000,5.49,12,2023-06-05,완료
890,5526,12590000,5.21,12,2024-08-07,정상
891,3357,1910000,4.83,24,2023-06-28,정상
892,8771,4520000,4.73,12,2023-10-27,정상
893,2880,730000,5.82,6,2024-04-13,연체
894,9502,730000,6.14,6,2023-12-24,연체
895,1435,1180000,5.14,12,2024-10-15,정상
896,9102,1470000,5.61,6,2023-11-13,정상
897,5378,870000,4.52,6,2024-05-21,정상
898,3512,101160000,5.38,60,2023-11-18,정상
899,9476,2380000,5.48,24,2024-10-25,완료
900,1984,730000,5.28,24,2023-03-23,연체
901,2677,1670000,5.19,24,2024-02-03,완료
902,5967,790000,5.02,12,2023-05-16,정상
903,8331,730000,5.65,12,2023-04-15,연체
904,1785,10190000,4.95,12,2023-09-27,정상
905,5635,1200000,5.09,24,2024-01-17,정상
906,7313,1490000,5.65,6,2024-09-20,연체
907,6646,8780000,4.29,36,2024-08-15,완료
908,7776,730000,5.73,24,2024-07-16,연체
909,8915,3460000,5.06,24,2024-12-12,완료
910,2147,2380000,5.23,12,2023-05-01,연체
911,8532,5680000,4.17,12,2023-04-12,정상
912,1112,730000,6.28,24,2024-05-12,정상
913,1757,1250000,5.52,12,2024-12-27,연체
914,7984,730000,5.3,12,2023-02-06,연체
915,7516,1860000,5.21,12,2024-04-23,정상
916,6898,13660000,4.9,12,2023-08-22,정상
917,7224,5250000,4.87,24,2023-09-04,완료
918,4043,730000,5.96,12,2024-01-15,연체
919,4858,12350000,5.67,36,2023-10-21,완료
920,9324,14380000,4.5,12,2024-07-03,정상
921,9801,7510000,5.03,24,2024-12-09,정상
922,141,5090000,4.93,12,2023-07-24,완료
923,2815,1100000,5.02,12,2024-11-14,정상
924,3601,2000000,5.32,24,2023-12-18,정상
925,7398,730000,5.61,6,2023-06-05,정상
926,5737,730000,5.29,6,2024-05-31,정상
927,8229,890000,6.1,12,2023-09-21,정상
928,1353,730000,4.97,24,2023-07-29,정상
929,5426,32040000,5.25,24,2024-03-18,정상
930,2010,890000,4.44,12,2024-01-08,정상
931,4408,20830000,4.96,60,2023-07-01,정상
932,9050,23100000,5.02,24,2024-12-27,완료
933,1786,33720000,5.61,36,2023-08-28,정상
934,918,1670000,5.03,24,2023-10-11,정상
935,7341,2340000,4.61,12,2024-10-30,정상
936,2429,730000,5.21,6,2023-02-02,완료
937,5736,1860000,5.13,24,2023-09-29,정상
938,7235,730000,5.07,6,2023-12-01,완료
939,4986,9620000,4.71,12,2023-06-22,완료
940,6000,5720000,4.8,36,2023-04-28,정상
941,9245,7910000,5.6,24,2024-09-16,정상
942,4749,730000,5.72,6,2024-03-04,정상
943,4669,3210000,4.93,24,2024-07-19,정상
944,2685,730000,6.01,12,2023-08-06,연체
945,8968,730000,5.67,6,2023-02-05,정상
946,7430,22050000,4.81,36,2024-05-21,정상
947,1222,25660000,5.91,60,2023-09-23,완료
948,2885,1340000,5.02,12,2023-06-27,연체
949,8780,3870000,4.68,12,2023-01-20,정상
950,1450,730000,5.23,12,2023-06-06,완료
951,6054,730000,6.29,12,2023-05-31,연체
952,5392,1360000,5.35,6,2023-10-17,정상
953,5716,3450000,5.51,12,2024-04-22,정상
954,265,3540000,5.13,12,2023-05-01,정상
955,8429,730000,4.87,24,2023-08-24,정상
956,4468,1700000,6.5,24,2023-10-25,정상
957,6225,36510000,5.28,36,2023-10-26,정상
958,1659,1550000,5.3,6,2024-02-16,정상
959,1948,1520000,5.55,12,2024-11-12,정상
960,5076,2280000,5.1,6,2024-08-04,정상
961,5428,45990000,4.77,24,2023-06-04,완료
962,2678,13550000,4.55,36,2024-10-14,정상
963,9879,3580000,5.1,12,2023-09-12,정상
964,6699,920000,5.02,12,2024-08-18,정상
965,8129,730000,5.5,6,2024-07-22,정상
966,1775,18480000,4.49,12,2024-11-15,정상
967,9914,9390000,4.61,24,2024-08-12,정상
968,3660,6850000,4.85,12,2023-12-23,정상
969,2477,59890000,5.37,60,2023-05-09,완료
970,1408,730000,5.24,12,2024-02-04,연체
971,7431,52590000,4.06,60,2024-12-31,정상
972,5519,1890000,4.34,6,2023-02-28,정상
973,8970,730000,4.8,6,2023-10-01,정상
974,8311,14990000,5.63,12,2023-05-28,정상
975,1287,98950000,6.02,24,2024-08-12,완료
976,5967,1640000,5.18,12,2023-04-15,완료
977,3080,2230000,5.12,6,2023-11-05,완료
978,7830,730000,5.26,6,2023-07-07,정상
979,5582,730000,5.6,24,2024-04-05,완료
980,9714,1260000,5.15,12,2023-02-15,완료
981,5944,730000,5.66,6,2023-08-17,정상
982,7064,7530000,4.43,36,2023-08-07,정상
983,9715,1750000,5.93,6,2023-04-08,연체
984,2440,12290000,4.97,36,2024-01-27,정상
985,6057,9340000,4.53,36,2024-10-21,정상
986,9747,1070000,5.73,24,2024-02-21,정상
987,8278,730000,6.45,24,2023-10-13,정상
988,8947,980000,4.84,24,2023-11-24,정상
989,4601,3540000,5.02,36,2024-03-22,정상
990,3415,730000,5.36,6,2023-02-22,정상
991,5675,10120000,3.93,36,2024-06-14,정상
992,5488,730000,5.59,6,2024-08-04,완료
993,3981,730000,6.18,6,2023-05-07,연체
994,6881,7010000,5.05,12,2023-03-08,완료
995,5501,1810000,5.4,24,2024-04-20,정상
996,7604,730000,5.67,12,2024-12-26,연체
997,42,1160000,5.63,12,2023-05-16,정상
998,1894,1560000,5.21,6,2024-01-19,정상
999,5616,63090000,5.26,60,2023-03-17,정상
1000,6413,108250000,5.87,36,2024-10-08,완료
1001,6031,3710000,5.05,24,2024-08-19,정상
1002,8371,730000,5.58,24,2024-10-05,정상
1003,4291,2580000,5.32,24,2024-05-16,정상
1004,2381,12730000,4.53,24,2023-07-17,정상
1005,6086,730000,6.35,12,2023-06-03,완료
1006,5284,2280000,5.12,12,2024-06-09,정상
1007,6267,6030000,5.25,24,2024-04-20,정상
1008,7262,730000,5.39,24,2024-03-13,연체
1009,1632,108250000,5.59,60,2023-09-14,정상
1010,8503,4280000,5.09,24,2023-05-15,정상
1011,4275,1110000,4.63,6,2024-08-15,정상
1012,7626,17100000,3.9,12,2024-07-28,정상
1013,7674,1810000,4.5,6,2023-07-30,완료
1014,3182,730000,6.78,24,2024-04-01,정상
1015,9590,1430000,5.43,6,2023-09-16,정상
1016,1987,5670000,4.41,36,2024-04-09,완료
1017,7325,730000,5.78,24,2024-12-16,연체
1018,9623,2860000,5.28,6,2024-11-10,정상
1019,3556,730000,4.75,6,2023-12-19,완료
1020,9345,3060000,5.06,36,2023-01-03,정상
1021,6234,1110000,5.94,24,2023-07-21,연체
1022,2040,730000,5.75,6,2023-01-15,정상
1023,5946,76090000,5.67,36,2024-01-04,정상
1024,4852,2220000,5.0,6,2023-01-11,완료
1025,2521,730000,5.27,6,2023-02-24,정상
1026,8006,730000,5.1,6,2024-02-23,완료
1027,5009,1480000,4.8,24,2024-06-15,정상
1028,6277,730000,5.48,24,2024-02-22,연체
1029,4449,4790000,5.13,12,2023-02-14,완료
1030,5894,9900000,5.18,12,2023-09-27,정상
1031,7969,88820000,5.57,24,2024-11-04,정상
1032,6814,9540000,4.37,36,2024-09-07,완료
1033,8298,1930000,5.58,24,2023-03-02,연체
1034,8001,5320000,5.51,12,2023-04-02,정상
